Fecha,CUT,Comuna,Region,Confirmados Acumulados
03-04-2020,8311,Santa Bárbara,Biobío,2
04-04-2020,8311,Santa Bárbara,Biobío,2
05-04-2020,8311,Santa Bárbara,Biobío,2
06-04-2020,8311,Santa Bárbara,Biobío,2
07-04-2020,8311,Santa Bárbara,Biobío,2
08-04-2020,8311,Santa Bárbara,Biobío,2
09-04-2020,8311,Santa Bárbara,Biobío,2
10-04-2020,8311,Santa Bárbara,Biobío,2
11-04-2020,8311,Santa Bárbara,Biobío,2
29-03-2020,8205,Curanilahue,Biobío,1
30-03-2020,8205,Curanilahue,Biobío,1
31-03-2020,8205,Curanilahue,Biobío,1
01-04-2020,8205,Curanilahue,Biobío,1
02-04-2020,8205,Curanilahue,Biobío,1
03-04-2020,8205,Curanilahue,Biobío,1
04-04-2020,8205,Curanilahue,Biobío,1
05-04-2020,8205,Curanilahue,Biobío,1
06-04-2020,8205,Curanilahue,Biobío,1
07-04-2020,8205,Curanilahue,Biobío,1
08-04-2020,8205,Curanilahue,Biobío,1
09-04-2020,8205,Curanilahue,Biobío,1
10-04-2020,8205,Curanilahue,Biobío,1
11-04-2020,8205,Curanilahue,Biobío,1
29-03-2020,8106,Lota,Biobío,1
30-03-2020,8106,Lota,Biobío,1
31-03-2020,8106,Lota,Biobío,1
01-04-2020,8106,Lota,Biobío,1
02-04-2020,8106,Lota,Biobío,1
03-04-2020,8106,Lota,Biobío,1
04-04-2020,8106,Lota,Biobío,1
05-04-2020,8106,Lota,Biobío,1
06-04-2020,8106,Lota,Biobío,1
07-04-2020,8106,Lota,Biobío,1
08-04-2020,8106,Lota,Biobío,1
09-04-2020,8106,Lota,Biobío,1
10-04-2020,8106,Lota,Biobío,1
11-04-2020,8106,Lota,Biobío,1
07-04-2020,8312,Tucapel,Biobío,1
08-04-2020,8312,Tucapel,Biobío,1
09-04-2020,8312,Tucapel,Biobío,1
10-04-2020,8312,Tucapel,Biobío,1
11-04-2020,8312,Tucapel,Biobío,1
29-03-2020,9201,Angol,Araucanía,5
30-03-2020,9201,Angol,Araucanía,8
31-03-2020,9201,Angol,Araucanía,9
01-04-2020,9201,Angol,Araucanía,12
02-04-2020,9201,Angol,Araucanía,12
03-04-2020,9201,Angol,Araucanía,12
04-04-2020,9201,Angol,Araucanía,12
05-04-2020,9201,Angol,Araucanía,14
06-04-2020,9201,Angol,Araucanía,20
07-04-2020,9201,Angol,Araucanía,23
08-04-2020,9201,Angol,Araucanía,24
09-04-2020,9201,Angol,Araucanía,26
10-04-2020,9201,Angol,Araucanía,26
11-04-2020,9201,Angol,Araucanía,28
31-03-2020,9102,Carahue,Araucanía,1
01-04-2020,9102,Carahue,Araucanía,1
02-04-2020,9102,Carahue,Araucanía,2
03-04-2020,9102,Carahue,Araucanía,2
04-04-2020,9102,Carahue,Araucanía,2
05-04-2020,9102,Carahue,Araucanía,2
06-04-2020,9102,Carahue,Araucanía,5
07-04-2020,9102,Carahue,Araucanía,6
08-04-2020,9102,Carahue,Araucanía,8
09-04-2020,9102,Carahue,Araucanía,8
10-04-2020,9102,Carahue,Araucanía,10
11-04-2020,9102,Carahue,Araucanía,14
29-03-2020,9121,CholChol,Araucanía,2
30-03-2020,9121,CholChol,Araucanía,2
31-03-2020,9121,CholChol,Araucanía,2
01-04-2020,9121,CholChol,Araucanía,3
02-04-2020,9121,CholChol,Araucanía,3
03-04-2020,9121,CholChol,Araucanía,3
04-04-2020,9121,CholChol,Araucanía,2
05-04-2020,9121,CholChol,Araucanía,3
06-04-2020,9121,CholChol,Araucanía,3
07-04-2020,9121,CholChol,Araucanía,3
08-04-2020,9121,CholChol,Araucanía,3
09-04-2020,9121,CholChol,Araucanía,3
10-04-2020,9121,CholChol,Araucanía,3
11-04-2020,9121,CholChol,Araucanía,3
03-04-2020,9103,Cunco,Araucanía,1
04-04-2020,9103,Cunco,Araucanía,1
05-04-2020,9103,Cunco,Araucanía,1
06-04-2020,9103,Cunco,Araucanía,5
07-04-2020,9103,Cunco,Araucanía,5
08-04-2020,9103,Cunco,Araucanía,5
09-04-2020,9103,Cunco,Araucanía,5
10-04-2020,9103,Cunco,Araucanía,5
11-04-2020,9103,Cunco,Araucanía,6
05-04-2020,9203,Curacautín,Araucanía,2
06-04-2020,9203,Curacautín,Araucanía,3
07-04-2020,9203,Curacautín,Araucanía,3
08-04-2020,9203,Curacautín,Araucanía,4
09-04-2020,9203,Curacautín,Araucanía,5
10-04-2020,9203,Curacautín,Araucanía,4
11-04-2020,9203,Curacautín,Araucanía,4
29-03-2020,9104,Curarrehue,Araucanía,1
30-03-2020,9104,Curarrehue,Araucanía,1
31-03-2020,9104,Curarrehue,Araucanía,1
01-04-2020,9104,Curarrehue,Araucanía,2
02-04-2020,9104,Curarrehue,Araucanía,3
03-04-2020,9104,Curarrehue,Araucanía,3
04-04-2020,9104,Curarrehue,Araucanía,3
05-04-2020,9104,Curarrehue,Araucanía,3
06-04-2020,9104,Curarrehue,Araucanía,3
07-04-2020,9104,Curarrehue,Araucanía,4
08-04-2020,9104,Curarrehue,Araucanía,4
09-04-2020,9104,Curarrehue,Araucanía,4
10-04-2020,9104,Curarrehue,Araucanía,4
11-04-2020,9104,Curarrehue,Araucanía,4
07-04-2020,9204,Ercilla,Araucanía,2
08-04-2020,9204,Ercilla,Araucanía,3
09-04-2020,9204,Ercilla,Araucanía,4
10-04-2020,9204,Ercilla,Araucanía,4
11-04-2020,9204,Ercilla,Araucanía,4
29-03-2020,9105,Freire,Araucanía,2
30-03-2020,9105,Freire,Araucanía,2
31-03-2020,9105,Freire,Araucanía,2
01-04-2020,9105,Freire,Araucanía,3
02-04-2020,9105,Freire,Araucanía,4
03-04-2020,9105,Freire,Araucanía,5
04-04-2020,9105,Freire,Araucanía,5
05-04-2020,9105,Freire,Araucanía,5
06-04-2020,9105,Freire,Araucanía,5
07-04-2020,9105,Freire,Araucanía,5
08-04-2020,9105,Freire,Araucanía,5
09-04-2020,9105,Freire,Araucanía,5
10-04-2020,9105,Freire,Araucanía,5
11-04-2020,9105,Freire,Araucanía,5
29-03-2020,9106,Galvarino,Araucanía,1
30-03-2020,9106,Galvarino,Araucanía,1
31-03-2020,9106,Galvarino,Araucanía,1
01-04-2020,9106,Galvarino,Araucanía,1
02-04-2020,9106,Galvarino,Araucanía,1
03-04-2020,9106,Galvarino,Araucanía,1
04-04-2020,9106,Galvarino,Araucanía,1
05-04-2020,9106,Galvarino,Araucanía,2
06-04-2020,9106,Galvarino,Araucanía,2
07-04-2020,9106,Galvarino,Araucanía,2
08-04-2020,9106,Galvarino,Araucanía,2
09-04-2020,9106,Galvarino,Araucanía,2
10-04-2020,9106,Galvarino,Araucanía,2
11-04-2020,9106,Galvarino,Araucanía,2
29-03-2020,9107,Gorbea,Araucanía,4
30-03-2020,9107,Gorbea,Araucanía,6
31-03-2020,9107,Gorbea,Araucanía,6
01-04-2020,9107,Gorbea,Araucanía,6
02-04-2020,9107,Gorbea,Araucanía,7
03-04-2020,9107,Gorbea,Araucanía,7
04-04-2020,9107,Gorbea,Araucanía,8
05-04-2020,9107,Gorbea,Araucanía,9
06-04-2020,9107,Gorbea,Araucanía,10
07-04-2020,9107,Gorbea,Araucanía,10
08-04-2020,9107,Gorbea,Araucanía,10
09-04-2020,9107,Gorbea,Araucanía,10
10-04-2020,9107,Gorbea,Araucanía,10
11-04-2020,9107,Gorbea,Araucanía,10
29-03-2020,9108,Lautaro,Araucanía,3
30-03-2020,9108,Lautaro,Araucanía,5
31-03-2020,9108,Lautaro,Araucanía,7
01-04-2020,9108,Lautaro,Araucanía,8
02-04-2020,9108,Lautaro,Araucanía,10
03-04-2020,9108,Lautaro,Araucanía,10
04-04-2020,9108,Lautaro,Araucanía,12
05-04-2020,9108,Lautaro,Araucanía,15
06-04-2020,9108,Lautaro,Araucanía,16
07-04-2020,9108,Lautaro,Araucanía,19
08-04-2020,9108,Lautaro,Araucanía,19
09-04-2020,9108,Lautaro,Araucanía,20
10-04-2020,9108,Lautaro,Araucanía,20
11-04-2020,9108,Lautaro,Araucanía,21
29-03-2020,9109,Loncoche,Araucanía,2
30-03-2020,9109,Loncoche,Araucanía,4
31-03-2020,9109,Loncoche,Araucanía,4
01-04-2020,9109,Loncoche,Araucanía,4
02-04-2020,9109,Loncoche,Araucanía,5
03-04-2020,9109,Loncoche,Araucanía,4
04-04-2020,9109,Loncoche,Araucanía,4
05-04-2020,9109,Loncoche,Araucanía,4
06-04-2020,9109,Loncoche,Araucanía,4
07-04-2020,9109,Loncoche,Araucanía,6
08-04-2020,9109,Loncoche,Araucanía,6
09-04-2020,9109,Loncoche,Araucanía,7
10-04-2020,9109,Loncoche,Araucanía,7
11-04-2020,9109,Loncoche,Araucanía,7
29-03-2020,9111,Nueva Imperial,Araucanía,2
30-03-2020,9111,Nueva Imperial,Araucanía,1
31-03-2020,9111,Nueva Imperial,Araucanía,3
01-04-2020,9111,Nueva Imperial,Araucanía,8
02-04-2020,9111,Nueva Imperial,Araucanía,11
03-04-2020,9111,Nueva Imperial,Araucanía,11
04-04-2020,9111,Nueva Imperial,Araucanía,13
05-04-2020,9111,Nueva Imperial,Araucanía,15
06-04-2020,9111,Nueva Imperial,Araucanía,18
07-04-2020,9111,Nueva Imperial,Araucanía,20
08-04-2020,9111,Nueva Imperial,Araucanía,20
09-04-2020,9111,Nueva Imperial,Araucanía,20
10-04-2020,9111,Nueva Imperial,Araucanía,21
11-04-2020,9111,Nueva Imperial,Araucanía,23
29-03-2020,9112,Padre Las Casas,Araucanía,11
30-03-2020,9112,Padre Las Casas,Araucanía,13
31-03-2020,9112,Padre Las Casas,Araucanía,15
01-04-2020,9112,Padre Las Casas,Araucanía,21
02-04-2020,9112,Padre Las Casas,Araucanía,29
03-04-2020,9112,Padre Las Casas,Araucanía,35
04-04-2020,9112,Padre Las Casas,Araucanía,40
05-04-2020,9112,Padre Las Casas,Araucanía,43
06-04-2020,9112,Padre Las Casas,Araucanía,47
07-04-2020,9112,Padre Las Casas,Araucanía,49
08-04-2020,9112,Padre Las Casas,Araucanía,49
09-04-2020,9112,Padre Las Casas,Araucanía,51
10-04-2020,9112,Padre Las Casas,Araucanía,52
11-04-2020,9112,Padre Las Casas,Araucanía,55
29-03-2020,9113,Perquenco,Araucanía,1
30-03-2020,9113,Perquenco,Araucanía,1
31-03-2020,9113,Perquenco,Araucanía,2
01-04-2020,9113,Perquenco,Araucanía,2
02-04-2020,9113,Perquenco,Araucanía,2
03-04-2020,9113,Perquenco,Araucanía,2
04-04-2020,9113,Perquenco,Araucanía,1
05-04-2020,9113,Perquenco,Araucanía,1
06-04-2020,9113,Perquenco,Araucanía,3
07-04-2020,9113,Perquenco,Araucanía,2
08-04-2020,9113,Perquenco,Araucanía,2
09-04-2020,9113,Perquenco,Araucanía,2
10-04-2020,9113,Perquenco,Araucanía,2
11-04-2020,9113,Perquenco,Araucanía,2
29-03-2020,9114,Pitrufquén,Araucanía,4
30-03-2020,9114,Pitrufquén,Araucanía,5
31-03-2020,9114,Pitrufquén,Araucanía,5
01-04-2020,9114,Pitrufquén,Araucanía,6
02-04-2020,9114,Pitrufquén,Araucanía,7
03-04-2020,9114,Pitrufquén,Araucanía,8
04-04-2020,9114,Pitrufquén,Araucanía,10
05-04-2020,9114,Pitrufquén,Araucanía,10
06-04-2020,9114,Pitrufquén,Araucanía,11
07-04-2020,9114,Pitrufquén,Araucanía,12
08-04-2020,9114,Pitrufquén,Araucanía,12
09-04-2020,9114,Pitrufquén,Araucanía,15
10-04-2020,9114,Pitrufquén,Araucanía,15
11-04-2020,9114,Pitrufquén,Araucanía,15
29-03-2020,9115,Pucón,Araucanía,3
30-03-2020,9115,Pucón,Araucanía,3
31-03-2020,9115,Pucón,Araucanía,3
01-04-2020,9115,Pucón,Araucanía,3
02-04-2020,9115,Pucón,Araucanía,3
03-04-2020,9115,Pucón,Araucanía,3
04-04-2020,9115,Pucón,Araucanía,3
05-04-2020,9115,Pucón,Araucanía,4
06-04-2020,9115,Pucón,Araucanía,4
07-04-2020,9115,Pucón,Araucanía,5
08-04-2020,9115,Pucón,Araucanía,5
09-04-2020,9115,Pucón,Araucanía,5
10-04-2020,9115,Pucón,Araucanía,5
11-04-2020,9115,Pucón,Araucanía,6
31-03-2020,9208,Purén,Araucanía,1
01-04-2020,9208,Purén,Araucanía,1
02-04-2020,9208,Purén,Araucanía,1
03-04-2020,9208,Purén,Araucanía,1
04-04-2020,9208,Purén,Araucanía,1
05-04-2020,9208,Purén,Araucanía,1
06-04-2020,9208,Purén,Araucanía,2
07-04-2020,9208,Purén,Araucanía,2
08-04-2020,9208,Purén,Araucanía,2
09-04-2020,9208,Purén,Araucanía,2
10-04-2020,9208,Purén,Araucanía,2
11-04-2020,9208,Purén,Araucanía,2
07-04-2020,9209,Renaico,Araucanía,1
08-04-2020,9209,Renaico,Araucanía,1
09-04-2020,9209,Renaico,Araucanía,1
10-04-2020,9209,Renaico,Araucanía,1
11-04-2020,9209,Renaico,Araucanía,1
29-03-2020,9116,Saavedra,Araucanía,1
30-03-2020,9116,Saavedra,Araucanía,1
31-03-2020,9116,Saavedra,Araucanía,1
01-04-2020,9116,Saavedra,Araucanía,1
02-04-2020,9116,Saavedra,Araucanía,1
03-04-2020,9116,Saavedra,Araucanía,1
04-04-2020,9116,Saavedra,Araucanía,1
05-04-2020,9116,Saavedra,Araucanía,1
06-04-2020,9116,Saavedra,Araucanía,1
07-04-2020,9116,Saavedra,Araucanía,1
08-04-2020,9116,Saavedra,Araucanía,1
09-04-2020,9116,Saavedra,Araucanía,1
10-04-2020,9116,Saavedra,Araucanía,1
11-04-2020,9116,Saavedra,Araucanía,1
29-03-2020,9101,Temuco,Araucanía,165
30-03-2020,9101,Temuco,Araucanía,201
31-03-2020,9101,Temuco,Araucanía,224
01-04-2020,9101,Temuco,Araucanía,256
02-04-2020,9101,Temuco,Araucanía,280
03-04-2020,9101,Temuco,Araucanía,307
04-04-2020,9101,Temuco,Araucanía,336
05-04-2020,9101,Temuco,Araucanía,354
06-04-2020,9101,Temuco,Araucanía,389
07-04-2020,9101,Temuco,Araucanía,407
08-04-2020,9101,Temuco,Araucanía,435
09-04-2020,9101,Temuco,Araucanía,444
10-04-2020,9101,Temuco,Araucanía,446
11-04-2020,9101,Temuco,Araucanía,458
30-03-2020,9117,Teodoro Schmidt,Araucanía,1
31-03-2020,9117,Teodoro Schmidt,Araucanía,2
01-04-2020,9117,Teodoro Schmidt,Araucanía,3
02-04-2020,9117,Teodoro Schmidt,Araucanía,2
03-04-2020,9117,Teodoro Schmidt,Araucanía,2
04-04-2020,9117,Teodoro Schmidt,Araucanía,3
05-04-2020,9117,Teodoro Schmidt,Araucanía,3
06-04-2020,9117,Teodoro Schmidt,Araucanía,3
07-04-2020,9117,Teodoro Schmidt,Araucanía,3
08-04-2020,9117,Teodoro Schmidt,Araucanía,3
09-04-2020,9117,Teodoro Schmidt,Araucanía,3
10-04-2020,9117,Teodoro Schmidt,Araucanía,3
11-04-2020,9117,Teodoro Schmidt,Araucanía,3
29-03-2020,9118,Toltén,Araucanía,1
30-03-2020,9118,Toltén,Araucanía,1
31-03-2020,9118,Toltén,Araucanía,4
01-04-2020,9118,Toltén,Araucanía,4
02-04-2020,9118,Toltén,Araucanía,4
03-04-2020,9118,Toltén,Araucanía,4
04-04-2020,9118,Toltén,Araucanía,5
05-04-2020,9118,Toltén,Araucanía,5
06-04-2020,9118,Toltén,Araucanía,5
07-04-2020,9118,Toltén,Araucanía,7
08-04-2020,9118,Toltén,Araucanía,7
09-04-2020,9118,Toltén,Araucanía,8
10-04-2020,9118,Toltén,Araucanía,8
11-04-2020,9118,Toltén,Araucanía,8
29-03-2020,9211,Victoria,Araucanía,5
30-03-2020,9211,Victoria,Araucanía,7
31-03-2020,9211,Victoria,Araucanía,9
01-04-2020,9211,Victoria,Araucanía,9
02-04-2020,9211,Victoria,Araucanía,10
03-04-2020,9211,Victoria,Araucanía,11
04-04-2020,9211,Victoria,Araucanía,12
05-04-2020,9211,Victoria,Araucanía,12
06-04-2020,9211,Victoria,Araucanía,13
07-04-2020,9211,Victoria,Araucanía,15
08-04-2020,9211,Victoria,Araucanía,14
09-04-2020,9211,Victoria,Araucanía,14
10-04-2020,9211,Victoria,Araucanía,14
11-04-2020,9211,Victoria,Araucanía,14
29-03-2020,9119,Vilcún,Araucanía,5
30-03-2020,9119,Vilcún,Araucanía,5
31-03-2020,9119,Vilcún,Araucanía,6
01-04-2020,9119,Vilcún,Araucanía,7
02-04-2020,9119,Vilcún,Araucanía,10
03-04-2020,9119,Vilcún,Araucanía,11
04-04-2020,9119,Vilcún,Araucanía,14
05-04-2020,9119,Vilcún,Araucanía,16
06-04-2020,9119,Vilcún,Araucanía,19
07-04-2020,9119,Vilcún,Araucanía,20
08-04-2020,9119,Vilcún,Araucanía,20
09-04-2020,9119,Vilcún,Araucanía,24
10-04-2020,9119,Vilcún,Araucanía,24
11-04-2020,9119,Vilcún,Araucanía,25
30-03-2020,9120,Villarrica,Araucanía,1
31-03-2020,9120,Villarrica,Araucanía,2
01-04-2020,9120,Villarrica,Araucanía,3
02-04-2020,9120,Villarrica,Araucanía,6
03-04-2020,9120,Villarrica,Araucanía,6
04-04-2020,9120,Villarrica,Araucanía,7
05-04-2020,9120,Villarrica,Araucanía,8
06-04-2020,9120,Villarrica,Araucanía,12
07-04-2020,9120,Villarrica,Araucanía,15
08-04-2020,9120,Villarrica,Araucanía,15
09-04-2020,9120,Villarrica,Araucanía,16
10-04-2020,9120,Villarrica,Araucanía,16
11-04-2020,9120,Villarrica,Araucanía,16
29-03-2020,14101,Valdivia,Los Ríos,18
30-03-2020,14101,Valdivia,Los Ríos,35
31-03-2020,14101,Valdivia,Los Ríos,41
01-04-2020,14101,Valdivia,Los Ríos,46
02-04-2020,14101,Valdivia,Los Ríos,48
03-04-2020,14101,Valdivia,Los Ríos,54
04-04-2020,14101,Valdivia,Los Ríos,61
05-04-2020,14101,Valdivia,Los Ríos,64
06-04-2020,14101,Valdivia,Los Ríos,65
07-04-2020,14101,Valdivia,Los Ríos,68
08-04-2020,14101,Valdivia,Los Ríos,72
09-04-2020,14101,Valdivia,Los Ríos,76
10-04-2020,14101,Valdivia,Los Ríos,82
11-04-2020,14101,Valdivia,Los Ríos,84
29-03-2020,14201,La Unión,Los Ríos,4
30-03-2020,14201,La Unión,Los Ríos,6
31-03-2020,14201,La Unión,Los Ríos,8
01-04-2020,14201,La Unión,Los Ríos,8
02-04-2020,14201,La Unión,Los Ríos,9
03-04-2020,14201,La Unión,Los Ríos,10
04-04-2020,14201,La Unión,Los Ríos,12
05-04-2020,14201,La Unión,Los Ríos,15
06-04-2020,14201,La Unión,Los Ríos,17
07-04-2020,14201,La Unión,Los Ríos,18
08-04-2020,14201,La Unión,Los Ríos,18
09-04-2020,14201,La Unión,Los Ríos,18
10-04-2020,14201,La Unión,Los Ríos,18
11-04-2020,14201,La Unión,Los Ríos,19
29-03-2020,14204,Río Bueno,Los Ríos,2
30-03-2020,14204,Río Bueno,Los Ríos,2
31-03-2020,14204,Río Bueno,Los Ríos,2
01-04-2020,14204,Río Bueno,Los Ríos,2
02-04-2020,14204,Río Bueno,Los Ríos,2
03-04-2020,14204,Río Bueno,Los Ríos,3
04-04-2020,14204,Río Bueno,Los Ríos,4
05-04-2020,14204,Río Bueno,Los Ríos,5
06-04-2020,14204,Río Bueno,Los Ríos,5
07-04-2020,14204,Río Bueno,Los Ríos,5
08-04-2020,14204,Río Bueno,Los Ríos,5
09-04-2020,14204,Río Bueno,Los Ríos,5
10-04-2020,14204,Río Bueno,Los Ríos,5
11-04-2020,14204,Río Bueno,Los Ríos,7
29-03-2020,14202,Futrono,Los Ríos,1
30-03-2020,14202,Futrono,Los Ríos,1
31-03-2020,14202,Futrono,Los Ríos,1
01-04-2020,14202,Futrono,Los Ríos,2
02-04-2020,14202,Futrono,Los Ríos,2
03-04-2020,14202,Futrono,Los Ríos,3
04-04-2020,14202,Futrono,Los Ríos,4
05-04-2020,14202,Futrono,Los Ríos,4
06-04-2020,14202,Futrono,Los Ríos,5
07-04-2020,14202,Futrono,Los Ríos,5
08-04-2020,14202,Futrono,Los Ríos,5
09-04-2020,14202,Futrono,Los Ríos,5
10-04-2020,14202,Futrono,Los Ríos,5
11-04-2020,14202,Futrono,Los Ríos,5
29-03-2020,14203,Lago Ranco,Los Ríos,1
30-03-2020,14203,Lago Ranco,Los Ríos,1
31-03-2020,14203,Lago Ranco,Los Ríos,1
01-04-2020,14203,Lago Ranco,Los Ríos,1
02-04-2020,14203,Lago Ranco,Los Ríos,1
03-04-2020,14203,Lago Ranco,Los Ríos,2
04-04-2020,14203,Lago Ranco,Los Ríos,2
05-04-2020,14203,Lago Ranco,Los Ríos,2
06-04-2020,14203,Lago Ranco,Los Ríos,2
07-04-2020,14203,Lago Ranco,Los Ríos,2
08-04-2020,14203,Lago Ranco,Los Ríos,2
09-04-2020,14203,Lago Ranco,Los Ríos,2
10-04-2020,14203,Lago Ranco,Los Ríos,2
11-04-2020,14203,Lago Ranco,Los Ríos,2
29-03-2020,14105,Máfil,Los Ríos,1
30-03-2020,14105,Máfil,Los Ríos,1
31-03-2020,14105,Máfil,Los Ríos,1
01-04-2020,14105,Máfil,Los Ríos,1
02-04-2020,14105,Máfil,Los Ríos,1
03-04-2020,14105,Máfil,Los Ríos,1
04-04-2020,14105,Máfil,Los Ríos,1
05-04-2020,14105,Máfil,Los Ríos,1
06-04-2020,14105,Máfil,Los Ríos,1
07-04-2020,14105,Máfil,Los Ríos,1
08-04-2020,14105,Máfil,Los Ríos,1
09-04-2020,14105,Máfil,Los Ríos,1
10-04-2020,14105,Máfil,Los Ríos,1
11-04-2020,14105,Máfil,Los Ríos,1
30-03-2020,14106,Mariquina,Los Ríos,1
31-03-2020,14106,Mariquina,Los Ríos,2
01-04-2020,14106,Mariquina,Los Ríos,2
02-04-2020,14106,Mariquina,Los Ríos,3
03-04-2020,14106,Mariquina,Los Ríos,3
04-04-2020,14106,Mariquina,Los Ríos,3
05-04-2020,14106,Mariquina,Los Ríos,5
06-04-2020,14106,Mariquina,Los Ríos,6
07-04-2020,14106,Mariquina,Los Ríos,7
08-04-2020,14106,Mariquina,Los Ríos,8
09-04-2020,14106,Mariquina,Los Ríos,8
10-04-2020,14106,Mariquina,Los Ríos,8
11-04-2020,14106,Mariquina,Los Ríos,9
31-03-2020,14107,Paillaco,Los Ríos,1
01-04-2020,14107,Paillaco,Los Ríos,1
02-04-2020,14107,Paillaco,Los Ríos,1
03-04-2020,14107,Paillaco,Los Ríos,1
04-04-2020,14107,Paillaco,Los Ríos,1
05-04-2020,14107,Paillaco,Los Ríos,1
06-04-2020,14107,Paillaco,Los Ríos,1
07-04-2020,14107,Paillaco,Los Ríos,1
08-04-2020,14107,Paillaco,Los Ríos,1
09-04-2020,14107,Paillaco,Los Ríos,1
10-04-2020,14107,Paillaco,Los Ríos,1
11-04-2020,14107,Paillaco,Los Ríos,1
31-03-2020,14103,Lanco,Los Ríos,1
01-04-2020,14103,Lanco,Los Ríos,1
02-04-2020,14103,Lanco,Los Ríos,1
03-04-2020,14103,Lanco,Los Ríos,1
04-04-2020,14103,Lanco,Los Ríos,1
05-04-2020,14103,Lanco,Los Ríos,2
06-04-2020,14103,Lanco,Los Ríos,2
07-04-2020,14103,Lanco,Los Ríos,2
08-04-2020,14103,Lanco,Los Ríos,2
09-04-2020,14103,Lanco,Los Ríos,2
10-04-2020,14103,Lanco,Los Ríos,2
11-04-2020,14103,Lanco,Los Ríos,2
07-03-2020,10101,Puerto Montt,Los Lagos,1
08-03-2020,10101,Puerto Montt,Los Lagos,1
09-03-2020,10101,Puerto Montt,Los Lagos,1
10-03-2020,10101,Puerto Montt,Los Lagos,1
11-03-2020,10101,Puerto Montt,Los Lagos,1
12-03-2020,10101,Puerto Montt,Los Lagos,1
13-03-2020,10101,Puerto Montt,Los Lagos,1
14-03-2020,10101,Puerto Montt,Los Lagos,1
15-03-2020,10101,Puerto Montt,Los Lagos,1
16-03-2020,10101,Puerto Montt,Los Lagos,1
17-03-2020,10101,Puerto Montt,Los Lagos,1
18-03-2020,10101,Puerto Montt,Los Lagos,1
19-03-2020,10101,Puerto Montt,Los Lagos,1
20-03-2020,10101,Puerto Montt,Los Lagos,4
21-03-2020,10101,Puerto Montt,Los Lagos,5
22-03-2020,10101,Puerto Montt,Los Lagos,7
23-03-2020,10101,Puerto Montt,Los Lagos,7
24-03-2020,10101,Puerto Montt,Los Lagos,9
25-03-2020,10101,Puerto Montt,Los Lagos,10
26-03-2020,10101,Puerto Montt,Los Lagos,10
27-03-2020,10101,Puerto Montt,Los Lagos,11
28-03-2020,10101,Puerto Montt,Los Lagos,11
29-03-2020,10101,Puerto Montt,Los Lagos,12
30-03-2020,10101,Puerto Montt,Los Lagos,12
31-03-2020,10101,Puerto Montt,Los Lagos,14
01-04-2020,10101,Puerto Montt,Los Lagos,20
02-04-2020,10101,Puerto Montt,Los Lagos,22
03-04-2020,10101,Puerto Montt,Los Lagos,25
04-04-2020,10101,Puerto Montt,Los Lagos,31
05-04-2020,10101,Puerto Montt,Los Lagos,32
06-04-2020,10101,Puerto Montt,Los Lagos,35
07-04-2020,10101,Puerto Montt,Los Lagos,38
08-04-2020,10101,Puerto Montt,Los Lagos,38
09-04-2020,10101,Puerto Montt,Los Lagos,39
10-04-2020,10101,Puerto Montt,Los Lagos,39
11-04-2020,10101,Puerto Montt,Los Lagos,42
19-03-2020,10109,Puerto Varas,Los Lagos,1
20-03-2020,10109,Puerto Varas,Los Lagos,1
21-03-2020,10109,Puerto Varas,Los Lagos,1
22-03-2020,10109,Puerto Varas,Los Lagos,1
23-03-2020,10109,Puerto Varas,Los Lagos,1
24-03-2020,10109,Puerto Varas,Los Lagos,1
25-03-2020,10109,Puerto Varas,Los Lagos,1
26-03-2020,10109,Puerto Varas,Los Lagos,1
27-03-2020,10109,Puerto Varas,Los Lagos,1
28-03-2020,10109,Puerto Varas,Los Lagos,1
29-03-2020,10109,Puerto Varas,Los Lagos,1
30-03-2020,10109,Puerto Varas,Los Lagos,1
31-03-2020,10109,Puerto Varas,Los Lagos,1
01-04-2020,10109,Puerto Varas,Los Lagos,1
02-04-2020,10109,Puerto Varas,Los Lagos,2
03-04-2020,10109,Puerto Varas,Los Lagos,2
04-04-2020,10109,Puerto Varas,Los Lagos,2
05-04-2020,10109,Puerto Varas,Los Lagos,3
06-04-2020,10109,Puerto Varas,Los Lagos,4
07-04-2020,10109,Puerto Varas,Los Lagos,4
08-04-2020,10109,Puerto Varas,Los Lagos,4
09-04-2020,10109,Puerto Varas,Los Lagos,4
10-04-2020,10109,Puerto Varas,Los Lagos,4
11-04-2020,10109,Puerto Varas,Los Lagos,4
21-03-2020,10102,Calbuco,Los Lagos,1
22-03-2020,10102,Calbuco,Los Lagos,2
23-03-2020,10102,Calbuco,Los Lagos,2
24-03-2020,10102,Calbuco,Los Lagos,2
25-03-2020,10102,Calbuco,Los Lagos,3
26-03-2020,10102,Calbuco,Los Lagos,4
27-03-2020,10102,Calbuco,Los Lagos,4
28-03-2020,10102,Calbuco,Los Lagos,4
29-03-2020,10102,Calbuco,Los Lagos,4
30-03-2020,10102,Calbuco,Los Lagos,4
31-03-2020,10102,Calbuco,Los Lagos,5
01-04-2020,10102,Calbuco,Los Lagos,5
02-04-2020,10102,Calbuco,Los Lagos,5
03-04-2020,10102,Calbuco,Los Lagos,5
04-04-2020,10102,Calbuco,Los Lagos,5
05-04-2020,10102,Calbuco,Los Lagos,5
06-04-2020,10102,Calbuco,Los Lagos,5
07-04-2020,10102,Calbuco,Los Lagos,5
